userName,score,at,content
Agung Prasetya,1,2024-04-24 00:42:14,"Bugnya ya ampun benerin napa,masih banyak yang harus diperbaiki sama aplikasi tiktok,padahal sebelumnya masih bagus bagus aja tetapi sekarang bugnya masih banyak di tiktok"
Agus Haryanto,4,2024-04-23 23:52:40,"Semakin di update semakin tidak bagus. Sering ngebug. Efek juga biasa aja gak ada perubahan. Kenapa semakin kesini makin sering harus di update. Tolong perbaiki lagi developer jika ingin di update. Minimal fitur, efek bertambah dan kwalitas lbh baik lagi dr sebelumnya. Terima kasih."
Nur khadijah,2,2024-04-23 23:39:09,"Tiktok shop knpa skrng aku klo mo belanja selalu gk bisa cod,sblum lebaran msih bsa lewat cod knp habis lebaran ini lwat cod tdk trsedia pdhal dr tokony bsa lwat cod,apa gra2 aku psen 2 brang dibtalin,itu pihak kurir sendiri yg mmbtalkan psennku pdhl udah tinggl dikirim ke alamatku,dn aku udah nunggu lma tau2 dibtalin.mungkin Krn itu sistem cod gk bs.smua toko bs pke sistem cod knp ditiktok shop ku gk ada sistem cod ny tdk tersedia.ku kasih 🌟 2 Krn sistem cod gk bs nnti klo bsa ku tmbhin lg🌟ny"
Lokah tak Adere,3,2024-04-23 22:54:48,"Tolong kembalikan akun saya yang di blokir karena saya tidak pernah melakukan kesalahan apa apa, tiba-tiba pas saya ingin login akun saya di blokir, kan aneh sekali"
Risma Reva,1,2024-04-23 21:48:48,"kecewa sama tik tok yg sekarang😔,, nyesel dulu nge up date tiktok jadi jelek kualitas nya juga,, suka nge bug gajelas,, tolong buat admin nya mohon di perbaiki lagi ya 😊"
Galang Choky,1,2024-04-23 20:28:24,"Di Update malah gk bisa d buka ngelag mempengaruhi apk yg laen ikut ngeleg parah banget jing...👎🏻👎🏻👎🏻 Tampa ⭐ gk bsa post, terpaksa ⭐ satu biar bsa d post..."
iwan,1,2024-04-23 20:12:22,Banyak update an bukannnya makin bagus mlh makin jelek klo bisa g usah ada batasan usia napa sih aku nge dm aja susah tambah lagi klo bikin konten dengan resolusi 2k+ jadi burik/pecah fitur hd cuma di hp tertentu aja yg ada fitur nya klo bisa disemua hp sama klo pesannya g ush dibatasi susah hrs buka wa dlu tolong diperbarui seperti dlu lagi sekian dari saya
imelda rizqi,2,2024-04-23 19:31:09,punya saya tidak bisa membuka pesan pdhl ada teman sy yg mengirim pesan di tiktok dan tidak ada tayangan profilnya beda sama yg dulu
ganteng wong,1,2024-04-23 19:30:03,"Ini tiktok lite lagi knapa dah, kok bug nya parah banget setelah updet tadinya yang sinyalnya lancar aja dibuat nonton youtube dan sosmed lainnya lancar aja tapi tiktok lite ko malah kesalahan jaringan, ayolah pihak tiktok lite perbaiki, ini sangat mengganggu !!!"
Dua Putri,1,2024-04-23 19:27:22,Tiktok sudah tak adil lagi smua didalam tiktok tak sama dengan yg ounya orang oostingan sama tidak ada beda dan hasil tayang jauh beda.di tambah lagi banyak yg tak bisa di pakai seperti duet tidak bisa di unduh banyak lah yg lain
sashafiraa,3,2024-04-23 19:26:21,"kenapa ya skrng tiktok setiap foto/video gabisa disimpen langsung, apa karena hp sy atau emng karena update tiktok ya??? tlong kembalikan lgi tiktok seperti yg masih baik' saja, trimakasih."
Vasthi Aurel,2,2024-04-23 18:37:53,tiktok kamu kenapa? ada masalah hidup? aku udah update kamu 2 kali loh. malah ada notif 4 masuk pas dicari ga ada apa'. tiktok kenapa? aku capek bolak balik tiktok takut ada yg ga masuk ternyata emng ga masuk notifnya tapi ga ada yg muncul🙁🙁
satpam rmm,4,2024-04-23 18:16:47,"saya suka aplikasi ini tapi kenapa ketika update selalu nge lag padahal jaringan bagus hp saya juga tidak terlalu ngelag aplikasi ini tolong la dibguskan dikarenakan aplikasi ini kan bagus, gk mungkin tt ini bagus di hp iphone an🙄"
Virly 123,3,2024-04-23 16:19:16,"Saya tidak tau kenapa setelah update ini tiktoknya tidak bisa di buka, hanya ngestuck di logo tiktoknya saja. Mohon segara di perbaiki atau diberi saran"
Tania Tob,4,2024-04-23 15:13:22,Tidak sebagus dulu kalau dulu banyak bgt yg seruh Dan juga mau masuk ke akun yang lama gak bisa padahal data udh di idupin
Neyla Neyla,2,2024-04-23 12:25:38,"saya sebulan bisa bolak balik hapus trs download tiktok lagi, karena sering eror. aplikasi tidak bisa di buka, terus menerus kelur dan tidak dapat masuk, jika di hapus lalu login lgi itu baru bisa di gunakan"
Caessar Nurdaffa,3,2024-04-23 11:41:08,"tadi kan aku Download tiktok nah pas ku buka tiktok nya live semua kak aku udah instal 5kali kah berapa lupa hihi, ga bisa ilang itu Live😭terus setelah itu ada gambar foto yang geser, nah gambar nya itu ga ada, ada nya hitam polos terus ga bisa di geser😡 Maaf kalo kaga nyambung 😅"
riski qq,1,2024-04-23 09:39:06,"Setiap kali membuka keranjang kuning selalu keluar puzzle yg harus dilengkapi...tapi kalau tidak dilengkapi atau close puzzle kita tidak bisa membuka keranjang kuning selalu ada tulisan coba lagi,muncul kembali puzzle"
Gea Saputri,1,2024-04-23 05:50:28,"kok tiba² ga bisa COD? padahal kan ga pernah nolak sama skali, trs paket nya juga selalu aku Terima, trs pesan nya juga baru sekali."
Maru,1,2024-04-23 00:30:49,"Ini tiktok ku knp banyak bug ya, maksudnya pas scroll vt ya item ga bisa di tonton trs sound ya nyangkut maksudnya vt di bawahnya sound asli nya ilang,gambar atau vt ya jga sering nyangkut,pdlh udh ku uninstall trs dia donlot lgi tpi tetap kek gtu,klw mslh hp ga mngkn orng hp nya baru,tolong dong ini gmn cara ngapain nya jdi ga enak + ga nyaman klw nonton vt di tiktok"
Mayraaa,1,2024-04-22 23:32:33,"mood edit (27/03/24) : dari bintang 5 ke 4,karena tiba tiba ke log out terus harus login lagi ke akun-akunku. akunku ada 3, yang 2 tau kata sandinya tapi yang 1 nya gatau. bikin kesel.👎 edit (22/04/24) : sekarang tiktok ngeribetin pengguna nya, pake segala akun kena tangguhan dan segala macem. padahal aku mah cuma mau nonton video tiktok, dm an sama temen, make tiktok shop tapi malah ga bisa dm an sama make tiktok shop. ngajuin bandingnya susah banget lagi👎👎"
daniel saputra,5,2024-04-22 23:23:47,"apk nya lumayan bgs, tapi ada bag yang sangat. mengecewakan yaitu bag kalau ada foto geser itu suka kidep² sendiri. iya tau kalau mungkin hp aku nya masa infinix HOT 11S NFC ngeleg aneh padahal chipset ny Helio g88"
Setia Amayra,3,2024-04-22 23:06:42,"Sebelumnya puas banget menggunakan aplikasi tiktok karena bisa belanja online dengan harga murah dan banyak voucher nya, tapi sekarang kenapa tidak bisa COD lagi?? Sudah beberapa kali ganti akun juga tetap tidak bisa COD"
Supri Yadi (Supri Rambo),5,2024-04-22 21:30:23,Saya sangat menghargai tik tok yang telah sangat membantu banyak orang yang ingin berbelanja dengan kwalitas yang bagus akan tetapi dengan harga yang lebih terjangkau. Disamping itu tik tok juga memberi akses bagi jutaan orang untuk bisa mengais rejeki sebagai affiliqtir di tiktok. Dan tentu sangat bagus Akan tetapi sayang. Saya sendiri justru terkendala dalam melakukan verivikasi pemilik toko. Dan saya tidak bisa berjualan ditoko saya....mohon tik tok memberi peluang juga buat saya. Terimakasih
Ander Dertion,1,2024-04-22 19:58:08,ini yang bikin tiktok bisa di benerin gak sih lebih teliti aku mau bikin video terus liat suara favorit/lagu favorit tapi kok gak ada bekas favorit nya jadi aku tolong cepat ya perbaiki🙏
Nazwha Natania,3,2024-04-22 19:55:32,"pembaruan nya bagus tpi masa iya ngga bisa ngechat sama teman gitu?? mana kalo di akun ke 2 ngechat temen ngebug ngga bisa ngechat temen,, tolong di perbaiki lgi"
Gentong ijo Channel,1,2024-04-22 19:48:03,"Tiktok sekarang gx jelas aplikasi apa kok ngeleg bug terus di pencet 100x tidak mau buka... Padahal pencet aplikasi lain bisa buka.... Gimana pihak tiktok , kalau trus menerus seperti ini pelanggan tiktok s3makin sdikit kok gx ada tanggapan"
Ririnn,3,2024-04-22 19:38:11,"ini kenapa dah tiktok , di buka kaga bisa , udah di uninstall juga tetep kaga bisa , memori juga masih banyak , napa dahhh , tolong dong mang tiktok di perbaikii!!!!"
Fitri Andriani,5,2024-04-22 17:14:37,"Bagus.aplikasinya cukup bagus dan juga kontennya banyak dan memuaskan tapi ada bebarapa yang harus di perbaiki seperti setiap bikin tiktok pasti selalu keluar masuk, dan setiap lagi liat tiktok selalu ngelag padahal jaringan 4G."
Wahyu Rahmadani,4,2024-04-22 17:10:57,"Mau tanya nih, di tiktok aku kok gaada fitur slide gambar ya?orang lain kok bisa? Aku udh buat cara supaya bisa slide gambar lho, tttp aja gabisa, tolong dong siapapun aku jg mauu... ,btw follow akun tiktok aku ya guys namanya :chellcia_zptt"
Anna Mujahidah Rasunah,5,2024-04-22 17:03:45,"Tiktokkk tolong tambahkan fitur untuk melihat video terlama yang disimpan di favorit dongg🥺🙏, kadang capek scrolll manual, mana lag lagi :(. Tolong bgt tiktok 🙏"
Game House,1,2024-04-22 16:32:18,"Sumpah kecewa banget sama tiktok yang sekarang, saya yg biasanya foto² di tiktok kini kalau foto selalu ada watermark nya atau posting foto ke story lah,kepada developer tolong diperbaiki."
yolanda yolans,3,2024-04-22 15:47:41,Nyesel setelah diperbaharui jadi gak bisa simpan video tanpa watermark. Padahal dulu bisa simpan video dari draft tanpa watermark atau dari video sendiri disimpan bisa mudah tanpa watermark. Pengen balik ke yg lama 😔
Zafira Fira,1,2024-04-22 15:19:04,"kasih bintang satu soalnya ngelag mulu kalo bkin drama, padahal ga cukup 1 menit eh pas mau di edit kluar trsendiri , bkin cape saja, tolong diperbaiki, sementara ini saya kasih bintang satu dlu"
Katmiati,1,2024-04-22 12:30:30,"Haha seperti biasa setelah di update pasti gabisa dibuka, bisa dibuka setelah update selanjutnya, TIKTOD aneh."
Bintang Alfatih,5,2024-04-22 12:12:57,"bagus banget tapi tolong ditambahkan Fitur yg baru,nanti kan Tiktoknya menjadi bagus dan banyak yg tertarik dengan Tiktoknya.dan Video nya ada fitur HD"
Halimatus Sya'diah,1,2024-04-22 10:46:16,Tiktok kenapa ya? Pas aku pencet apk tiktok dia gak masuk cara masuk nya hsrus di teken teken sebentar baru masuk tapi pas masuk nya cuma ada logo tiktok nya doang gak masuk gak masuk dalem video nya😡
dina,1,2024-04-22 09:28:13,"tolong ya ga usah ada lagi tiktok shop, murah² tapi setiap ad komplenan ga direspon dg baik, di chat seller sebelum cekout ga bls giliran dh cekout bls, trus klo dh ganti rugi suka ada yg gak trima malah trus²an kirim paket kerumah pdhl ga ada pesan apa², dimana² emang shopee paling amanah dan ramah"
Wati Septiani,5,2024-04-22 07:58:29,"kenapa di saya fitur buat nyimpan video tanpa tanda air tiktoknya blm ada ya, padahal yg lain sudah. jadi gabisa disimpan yg tidak ada logonya🥲"
siantar keren,3,2024-04-21 22:59:33,Gimana nih titok ya padahal saya suka banget tapi sayang kok suka ngbug ya lebih parahnya lagi gak bisa di buka hanya tercantum tulisan TITOK doang bener-bener kecewa mohon di perbaiki ya udah gitu aja makasih 🙏
Habibal Adli,1,2024-04-21 22:34:52,"Developer nya ga niat bikin aplikasi Padahal umur ku udah 18 tahun masih aja kena pembatasan karena umur dibawah 16 tahun,minimal kalau mau bikin sistem kemana itu dikelola sama manusia lah jangan dikelola sama AI nanti malah error kayak diatas,Bikin konten Aja selalu Di hapus karena di tuduh konten Sensitif padahal di Instagram ga kayak gitu,Saran buat developer nya bikin aplikasi tu yang bener Malu toh aplikasi udah banyak yang install masih aja ga bener Banyak Bug"
Nabila Meyta Anggriani,4,2024-04-21 22:25:05,"Aplilasi sudah bagus tp sayang terlalu banyak peraturan utk konten kreator nya, sebentar sebentar ada teguran pelanggaran. Padahal konten yg di buat sama deng konten kreator yang video nya viral, tolong di review lagi peraturan nya, sehingga konten kreator tidak ragu dan bingung dalam membuat konten"
Farah Humairah,1,2024-04-21 19:56:46,"tiktok semakin di update ko semakin aneh, dulu klo abis foto trs di save watermarknya ga ada sekarang pas udah di update watermarknya ada, klo lagi tiktokan trs videonya mau di save ko ada timernya kadang juga ga kesimpen video kita di galeri tu😔😔"
Mia Saje,5,2024-04-21 19:34:38,Aku dlu anti tiktok tp semenjak bisa belanja dan selalu dpt gratis ongkir + bonusan belanja jd sering buka tiktok tiap menit apalagi live nya ..mudah bgt buat co brg..semua realpict jd gk perlu tkt lagi buat beli online dpt zonk .apalagi skg udh ad paylaternya dpt limit 5juta .. alhamdulilah skg meskipun ngutang yg penting byr dgn ini sering belanja online trs ketimbang offline krn buat hati senang ketika ada no abang kurir tlp ..bahagia bgt rasanya ..mksh tiktokshop ☺️☺️☺️
Anik Yuni,4,2024-04-21 19:31:38,"Halo, ingin komplain saja. Dari apk ny sdah bgus kok. Cm yg krng sy suka saat saya pakai(bru hari ini) jaringan sy pdahal tdk nge -lag dn ngebug. Tp knp tiba"" sy gk bisa nonton? Vt yg berkomunikasi dgn pov(foto yg digeser maupun tak, dan g bisa buka akun orng isinya kosong) knpa ini yhh? Mohon perbaikannya..developer 🙏🤗"
Vortica Desi,3,2024-04-21 18:43:34,Tolong untuk tambah kan fitur menghapus 50% video yang di favorit kan (menghapus video yang sudah lama tidak di tonton lebih dari 1 bulan) karna jumlah video yang ku favorit kan sudah 16.7K dan saat ku lihat ternyata tiktok ku sudah 1GB jadi tolong tambah kan fitur menghapus 50% video
Adinda Wahyu,3,2024-04-21 17:05:29,Ini kenapa tiktok setelah di-update sering keluar sendiri dan ngelag bgt sampek di scroll pun ngelag ga bisa padahal jaringan lancar dan penyimpanan lagi gak penuh. Tolonglah pihak tiktok segera diperbaiki biar gak mengganggu kenyamanan pas lagi scroll
anggie Juliet,2,2024-04-21 16:39:43,"Tiktok lagi knpa ya, kok di hp saya udh 3 hari apk nya gabisa di buka ya sudah di klik tapi gamau kebuka apk nya udh saya coba uninstall apk nya tapi tetep aja gabisa di buka kira2 knpa ya. Tolong di jawab"
Fahmi Asqolani,1,2024-04-21 15:49:50,"Kenapa sih video orang fyp mulu video gw kagak, konten tidak orisinil padahal gw edit video nya sendiri nga ada unsur ambil dari orang lain. Plissssss pihak tiktok bisa menanggani masalah ini."
Dimas Putra,4,2024-04-21 13:54:00,"kepada pihak tiktok, saya mengalami suatu bug dalam aplikasi tiktok. saat masuk ke apk tiktok, bukannya masuk ke beranda video malah stuck di logo tiktok doang,"
WILIAM BETAH,2,2024-04-21 13:15:42,"Tiktok yang sekarang sudah tidak menyenangkan seperti dulu lagi 😔, dulu kalau mencari suatu video, saat dicari pasti akan ada banyak video bagus sesuai dengan pencarian yang diinginkan 👍, tapi sekarang kalau mencari video atau lagu yang diinginkan pasti muncul cuma beberapa 😕 dan sisa hanyalah video random yang termasuk ke dalam pencarian secara tidak sengaja 🤔 Saya harap tiktok membaca ulasan ini agar mau kembali mengubah kualitas tiktok seperti dulu yang sangat menyenangkan! 🙏"
Dwi Irawan,1,2024-04-21 12:02:10,bintang 1 aja duluh.. masalahnya akun saya tidak bisa menonton live teman.. menu tonton live juga tidak ada.... koin juga gak muter.. dan saya sudah chat ke CS tapi tidak ada respon ... dan masalah ini bikin saya merasa tidak puas....
Fifi Rosalia,2,2024-04-21 11:42:21,"Di gambar ada tiktok shop di aku g ada pada baru di update, tiktok sekarang sound nya pada ilang kenapa sih, padahal ada lagu yg biasa ajh dan nggk ngelanggar peraturan juga tetep ilang"
Vandra Agustinus,1,2024-04-21 06:23:10,Tidak ada peningkatan tayangan video yg diposting Pengikut dan yg mengikuti turun sendiri... Aplikasinya makin parah ni🤤 Tidak ada perubahan masih dengan keluhan yang sama!!!
Adzkiya Ratu Khanza,5,2024-04-20 22:03:14,"kadang kenapa yah Tik tok saya tidak bisa di buka terus ngebag gitu terus saya cek kan takut nya ada update ,nah bener tuh ada update terus pas saya buka tetap gak bisa tolong ya Tik tok kerja sama nya lagi , sebaik nya lebih di perhatikan lagi tapi saya kasih bintang 5 karena saya setiap bosan nonton tik tok baguss dehh"
Wakhyu Triansah,3,2024-04-20 21:42:25,Kepada pimpinan tik tok yang terhormat.. Saya mohon untuk fitur simpan ke galery di kembalikan seperti semual.. Karena keluhan seperti ini membuat para pengguna kecewa dengan tik tok
Yudi Koswara,2,2024-04-20 20:41:51,"kenapa tiktok saya gabisa masuk padahal udah lama saya download dan baru baru ini ga bisa masuk ini kenapa ya,tiktok tolong benerin lagi saya kalo masuk harus di pencet beberapakali kalo udah di pencet beberapakali bisa masuk"
Jack Nababan,1,2024-04-20 20:16:15,"kenapa setiap nge scrol video pasti lag, padahal jaringan bagus dan menonton live streaming pun bagus. tapi giliran nge scrol video malah lag banget tolong diperbaiki masalah ini tiktok"
Dzakya Alya,5,2024-04-20 15:29:16,"Baguss sekali apk nya maka dari itu saya memberikan nilai yg sempurna, ketika saya nonton tiktok tidak ada rasa bosan sedikitpun hingga saya lupa waktu"
Alya Zakia42,2,2024-04-20 14:40:04,"abis di update tambah jelek, masa kalo foto harus di simpinnya di posting dulu sih kalo mau gak ada wm nya, kalo mau nyimpen yang ada wm nya juga lama, tolong kembalikan fitur yg semula buat foto🙏🏻"
Dek Gink,1,2024-04-20 14:08:58,"sangat kecewa, kenapa setelah memakai aplikasi tiktok shop seller center video yg aku posting mentok sampai 200 tanyangan, padahal sebelum pakai aplikais tsb video yg aku posting tayangan nya sampai puluhan ribu tolong di perbaiki!!!"
Karenia,3,2024-04-20 13:56:45,"banyak bug dan tolong adakan fitur simpan gambar selesai kita foto memakai filter di tiktok dan tidak ada watermark. karena sy update tiktok saya jdi tidak bisa menyimpan gambar lagi. jika sdh di perbaiki sy akn memberikan bintang 5, tolong ya tiktok terimakasih."
Tiara Tiara,3,2024-04-20 12:48:57,gimana sihh kok aplikasinya gampang ngebug dan macet macet jadi kalau mau nonton video nya gak leluasa dan fitur download foto nya mana dah masa gak ada jadi kalau mau foto gimana ha??
Nurhayati Malau,4,2024-04-20 12:42:35,Tiktok saya gk bisa dibuka hanya muncul logo tiktok saja gmn ya cara mengatasi nya dan agar akun kita tidak hilang saat mengatasinya...mohon di baca
Putri Rhamadhani,1,2024-04-20 11:57:21,"Kenapa pas udh di up foto yg disimpen ke galeri ada watermark nyaaa, trus vid nya juga gabisa disimpan ke galeri ..padahal itu bantu banget..karna gasemua yg di draft tu mau di postt...tolong buat pihak tiktoknyaa balikin lagiii fitur yg ituu🥲😭"
Jeki Purwanto,4,2024-04-20 11:47:04,"Maaf, sebelumnya... tolong tiktok perbaiki lagi sistem buat tiktok shop nya....saya abis kena tipu sama seller yg ga bertanggung jawab...niatnya mau nyari selisih harga sedikit..malah ketipu,itu saja...minta nomer wa terus langsung terbatalkan otomatis... uangnya ga bisa kembali..tolong tanggapi tiktok"
Mr Oprek,1,2024-04-20 10:53:43,"semakin update semakin banyak makan kuota, semakin sering bugs, semakin susah loading. semakin banyak memakan ruang. semakin banyak makan ram, kelamaan loading muter muter terus. update lagi 27 maret 2024 malah koneksi gak stabil. padahal koneksi saya full. peraturan untuk affiliate juga semakin mencekik"
Sky Arnault,1,2024-04-20 10:47:24,"setiap buka aplikasinya malah masuk ke playstore dulu baru bisa buka tiktok nya. sangat tidak nyaman, mohon diperhatikan."
Raisya Aulia,2,2024-04-20 09:19:48,"Asli gak ngerti lagi sama tiktok, katanya udah di update ngilangin bug nya but what? MALAH MAKIN² BJER. PLSS TOLONG DEVELOPER ASLI AKU KESEL BANGET PAS PENGEN MASUK TIKTOK, UDAH KEDENGAR VIDEONYA, KARENA MENARIK PERHATIAN JUGA, EH MALAH KELUAR SENDIRI. DAN ITU GAK TERJADI SEKALI YAA!!! Jadi tolong banget kepada developer atas aplikasinya, bukan masalah itu aja, kadang padahal di diemin doang tapi seperti nekan tombol live lah atau apalah selalu aja terjadi, jadi di mohon sekali lagi 🙏🏻"
Agus Jailani,3,2024-04-20 05:24:30,"Tolong dong pihak tiktok knp iy tiktok kalau di perbarui kok sering gak bisa di buka,tolong dong perbaikin lagi padahal tiktok menghibur sampai berkali kali aku hpus dan download lagi aplikasinya tiktok ttp aj gak bisa di buka"
Aulia Kalianda,4,2024-04-20 05:19:05,"Aku selalu kecewa menggunakan tiktok biasa dan tiktok lite Karna akun ku akan di block, dan muncul video nya tidak jelass, bila sy yg merasa ataupun dari aplikasi nya tolong prbaiki"
Jesika Juanita,2,2024-04-19 22:16:40,"tik tok ini knp ya akun tiktok saya tiba tiba ke log out trus pas saya daftarin lagi malah ngacok/ngelag pas saya keluar dri aplikasinya malah ke log out lagi terus aja gitu ke log out mulu setiap keluar aplikasi, terus gabisa nge chat di chat tiktok, kesel bngt ini knp ya"
Muslih,2,2024-04-19 22:11:42,"padahal ga kenapa napa tapi chat akun di tangguhkan ?? udah ngajuin banding tapi respon nya lama banget udah ngikutin arahan juga tetep aja lama, tolong di perbaikin dong mengganggu pengguna...."
Kepri Yuda,3,2024-04-19 21:01:59,Kok lama bgt kak mau fromosi ga bisa bisa tolong di bantu .apa sinyal nya lagi ga bagus .tpi pdhaln main apk lain lancar tonton tik tok lancar .pas mau fromosi sinyal nya ga bagus ..?di bantu
Renita Puspita,5,2024-04-19 20:42:35,"gabisa di deskripsikan, pokoknya ini aplikasinya seru bangett ga nyesel punya aplikasi ini😭 klo ga salah aku udah lebih dari 5 tahun aku pakai aplikasi ini dan ga bosen - bosen! pokoknya ini seru banget! wajib download sihh buat ngilangin gabut gituu. DOWNLOAD GA!?😠👊"
Najjih Nasihin,4,2024-04-19 20:03:31,"Kenapa saya kasih bintang 4 karena tiktok saya gak bisa nonton live orang lain,terkadang pas lagi enak enak nya main tiktok selalu keluar sendiri dari apk tiktok.Mohon perbaiki kesalahan ini 🙏🙏"
Nccaca Caca,5,2024-04-19 19:33:06,"Seringkali tiba tiba eror ataupun tidak bisa di buka lagi itu kenapa ya kira kira? Aku juga lagi ngalamin lagi eror tiba tiba gak bisa bukan tiktok shop dan gak ada fitur foto padahal dulu udah lengkap,satu lagi setiap kita mau update selalu aja gabisa kenapa si gini terus aku udah komplain tetap sajaa tak ada perubahan udah 3harian aku gagal update huhu padahal mau bikin trend juga"
Hardianto Salim,1,2024-04-19 19:31:36,"Tik tok sekarang tambah bagus, Livestream ketat sekali, semakin ketat semakin bagus aplikasi yang lain jadi laku dan tik tok bisa ditinggalkan banyak orang karena yang over, dikit dikit oekanggaran live di tik tok"
Saskia Mutiara Zaharani,1,2024-04-19 18:32:53,"ga suka bngt sama updatean bru, kenapa hrus ada tanda air nya,pdhl dulu sebelum di update sering bngt foto' di tiktok skrng udh malss Krna ada tanda airnya,,,, plisee balikin kya dulu klau nyimpen foto ga harus di post dulu bru tanda air nya ilang. nyimpen langsung nyimpen gtu loh"
Putra Bungsu,4,2024-04-19 18:25:35,"Aku kasih bintang 4, karena pas dibuka baru liat video nya sebentar aja udah kembali lagi dari awal, Terus menguras kuota, Tolong ya Tiktok nya di benar kan jangan menguras kuota dan kembali lagi dari awal,Terus Tiktok nya juga suka tidak menanggapi. ⭐⭐⭐⭐kenapa ya pas aku donglod udah 100% tapi harus istal ulang tolong ya devilover nya perbaiki lagi sekian dari saya terimakasih"
Mayhira 2805,1,2024-04-19 16:06:13,Ini gak seru banget padahal jaringan lancar tiba tiba macet macet padahal udah di update tadi tapi aplikasi ini katanya update tapi kok kayak enggak ya? Tolong di perbaharui mana banyak vidioorang jamet pula pokoknya aplikasi ini ngeselin banget setiap mau membuka tiktok shop pasti keluar sendiri mana barang nya gak sesuai gambar
zelena balqis,3,2024-04-19 15:18:45,"tiktok knp si pas awal download masih baik baik aj lancar semuanya.waktu itu aku hapus tiktok ny karna mau download game tapi g cukup memori jdi ku hps sekarang mau download kok pas baru buka mau bikin akun tapi gagal dan suruh pake metode lain udh aku pake metode lain malah sama aj dan di beranda ad tulisan gini ""ada masalah coba lagi"" pas aku klik coba lagi tapi mlh ada tulisan ""tidak ada koneksi internet hubungkan ke internet dan coba lagi"" padahal data nyala dan kuota juga ada"
Tria Nandita,3,2024-04-19 12:56:56,"Saya ga bisa pake fitur foto geser, padahal udah selalu update bahkan kemarin sempet saya uninstall terus download lagi biar ada fitur itu, tapi sekarang malah hilang lagi"
Nasya Cantika,3,2024-04-19 12:26:46,"Huhh, setiap hari kok update, mana harus memerlukan banyak GB lagi, jarang ngelag, tapi aku ada masalah tuh di tiktoknya yg bikin aku kesel!, updatenya juga lamaa. Mohon DIPERBAIKI YA!!!! 😑"
Shinta Diana87,4,2024-04-19 11:01:17,"Tik tok sangat penting untuk berinteraksi dengan lingkungan sekitar kita,tapi masalahnya sekarang kalau untuk pemula mau live itu harus menunjukkan ID card, kenapa harus ada persyaratan seperti ini gitu, untuk pihak tik tok tolong di pertimbangkan lagi"
Siti,1,2024-04-19 06:05:52,"Knp sekarang saya belanja di tiktok gk bisa ceodean , alasan nya kata nya sy nolak barang terus dah 3x ,padahal barang datang aja kerumah enggak, kata sy nya gk ada di t4 padahal sy di rumah nunggu tuh barang lama sampe lumutan tolong aktipkan lagi ceode sy ."
NANANG MUGIARTO,3,2024-04-19 04:51:12,"Sy turunin ke bintang 3 az, versi terbaru malah kurang bagus, gak bisa tampilkan lagi akun2 teman yg sdh melihat VT kita meskipun sudah lewat 7 hari, tapi yg tampil hanya yg nge like VT saja, kalo versi yg lama masih bisa tampil kecuali akun yg bukan/belum jadi teman mmg gak bisa tampil"
Andiny Shaquenna,1,2024-04-19 04:42:56,Setelah di update fitur save foto fitur save video hilang jd nyesel update nya tolong tiktok perbaiki kembalikan fitur save foto fitur save video karena sangat membantu saya
Septi Surani,1,2024-04-18 23:31:29,"tiktok makin update makin jelek....,tolong saran saya teks nya di ganti seperti dahulu saja,maaf saja ni ya kami para pembuat emojicat menjadi kesusahan karna sekarang tidak bisa membuat emojicat langsung dari tiktok"
Draa “𓆩D R A𓆪”,1,2024-04-18 22:52:31,"kok gabisa muat komentar ya?? gabisa buka komen di video sendiri dan video favorit / video yang saya sukai?? tiktok udah ku hapus cache,data, relog hp, restart hp, reinstall tiktok kok tetep gabisa? hp juga baru beli ga mungkin dari device... tolong dieprbaiki tiktok saya jadi susah ngonten 🙏🙏 setelah diperbaiki saya kasih rating yang lebih baik deh 🙏🙏🙏"
Amora oxelyabutarbutar,4,2024-04-18 21:00:56,"Kali ini aku kasih 4 bintang dlu deh soalnya ada masalah sedikit di acc lama, pertama karena fitur geser hilang otomatis aku gabisa post foto yng digeser"" kesamping gitu loh, yang kedua gabisa chat di tiktok dan otomatis gabisa saling chat dan melakukan, memberi tahu suatu hal kepada akun temen/akun lain"
Misrah Jeny,3,2024-04-18 20:12:58,"Aplikasi ini sudah bagus, tapi kenapa ya ketika saya unggah video resolusinya nya sering buruk, di galeri video saya cukup jernih tapi pas unggah video nya di tiktok resolusinya jadi buruk gak sejernih video aslinya, tolong aplikasi nya di perbaiki."
Zaky Zaky,3,2024-04-18 20:01:20,"Terlalu banyak menampilkan iklan, padahal kalau mau beli barang bisa langsung ke tiktok shop nya. Tiktok shop nya juga setiap pengiriman terlalu lama. Pengemasan aja sering nya 3 harian"
Nita Rahmiwati,2,2024-04-18 17:50:57,"ihhh mengapa pas sudah diupgrade fitur save draf video malah hilang? 😭 jujur fitur itu membantu banget krna ga semua draf mau di posting... foto juga ketika di save malah ada watermarknya, agak menganggu aja.. 😞 semoga fiturnya balik plis butuh banget"
Tas Ya,2,2024-04-18 16:07:41,"Sebenarnya bagus tapi di tiktok saya tidak ada filter yang terbaru+pencarian untuk filternya pun tidak ada jadi setiap saya mau foto"" pakek hp orang tua saya jadi mohon untuk pemberitahuan ya"
Roy hanafi Siregar,1,2024-04-18 14:05:42,kenapa tiktok sekarang payah bangat di ti putar... padahal dulu lancar2 aja tuh... setelah terakhir diperbaharui malah selalu ngebelank.. (kembali ke layar dasar)
